"ensembl_gene_id"	"drerio_homolog_ensembl_gene"	"drerio_homolog_orthology_confidence"	"drerio_homolog_orthology_type"	"drerio_homolog_associated_gene_name"	"external_gene_name"
"2223"	"ENSMUSG00000116830"	NA	NA	NA	NA	"Gm49714"
"2224"	"ENSMUSG00000064471"	"ENSDARG00000081937"	1	"ortholog_one2many"	NA	"Gm23406"
"2225"	"ENSMUSG00000116582"	NA	NA	NA	NA	"Gm36169"
"2226"	"ENSMUSG00000116591"	NA	NA	NA	NA	"Gm49715"
"2227"	"ENSMUSG00000085989"	NA	NA	NA	NA	"Gm7437"
"2228"	"ENSMUSG00000022978"	"ENSDARG00000035333"	1	"ortholog_one2one"	NA	"Mis18a"
"2229"	"ENSMUSG00000085325"	NA	NA	NA	NA	"Gm14974"
"2230"	"ENSMUSG00000096539"	NA	NA	NA	NA	"Gm7438"
"2231"	"ENSMUSG00000041380"	"ENSDARG00000013210"	0	"ortholog_one2many"	NA	"Htr2c"
"2232"	"ENSMUSG00000041380"	"ENSDARG00000018228"	0	"ortholog_one2many"	"htr2cl1"	"Htr2c"
"2233"	"ENSMUSG00000039956"	NA	NA	NA	NA	"Mrap"
"2234"	"ENSMUSG00000058152"	"ENSDARG00000069472"	1	"ortholog_one2one"	"chsy3"	"Chsy3"
"2235"	"ENSMUSG00000039929"	"ENSDARG00000060308"	0	"ortholog_one2one"	"urb1"	"Urb1"
"2236"	"ENSMUSG00000098287"	NA	NA	NA	NA	"Mir6355"
"2237"	"ENSMUSG00002076257"	NA	NA	NA	NA	"Gm54378"
"2238"	"ENSMUSG00000118327"	NA	NA	NA	NA	"Gm8697"
"2239"	"ENSMUSG00000117701"	NA	NA	NA	NA	"Gm38695"
"2240"	"ENSMUSG00000117940"	NA	NA	NA	NA	"Gm50235"
"2241"	"ENSMUSG00000117999"	NA	NA	NA	NA	"Gm18217"
"2242"	"ENSMUSG00002075688"	NA	NA	NA	NA	"Gm54379"
"2243"	"ENSMUSG00000118538"	NA	NA	NA	NA	"Gm18218"
"2244"	"ENSMUSG00000073555"	"ENSDARG00000070774"	0	"ortholog_many2many"	"irgf1"	"Iigp1c"
"2245"	"ENSMUSG00000073555"	"ENSDARG00000062828"	0	"ortholog_many2many"	NA	"Iigp1c"
"2246"	"ENSMUSG00000073555"	"ENSDARG00000062820"	0	"ortholog_many2many"	NA	"Iigp1c"
"2247"	"ENSMUSG00000073555"	"ENSDARG00000092249"	0	"ortholog_many2many"	NA	"Iigp1c"
"2248"	"ENSMUSG00000056537"	"ENSDARG00000079306"	1	"ortholog_one2one"	"RLIM"	"Rlim"
"2249"	"ENSMUSG00000085977"	NA	NA	NA	NA	"Gm5970"
"2250"	"ENSMUSG00000065634"	NA	NA	NA	NA	"Gm24252"
"2251"	"ENSMUSG00000068606"	"ENSDARG00000070774"	0	"ortholog_many2many"	"irgf1"	"Gm4841"
"2252"	"ENSMUSG00000068606"	"ENSDARG00000062828"	0	"ortholog_many2many"	NA	"Gm4841"
"2253"	"ENSMUSG00000068606"	"ENSDARG00000062820"	0	"ortholog_many2many"	NA	"Gm4841"
"2254"	"ENSMUSG00000068606"	"ENSDARG00000092249"	0	"ortholog_many2many"	NA	"Gm4841"
"2255"	"ENSMUSG00000032702"	"ENSDARG00000060102"	1	"ortholog_one2one"	"KANK1"	"Kank1"
"2256"	"ENSMUSG00000118361"	NA	NA	NA	NA	"Gm50237"
"2257"	"ENSMUSG00000090942"	"ENSDARG00000070774"	0	"ortholog_many2many"	"irgf1"	"F830016B08Rik"
"2258"	"ENSMUSG00000090942"	"ENSDARG00000062828"	0	"ortholog_many2many"	NA	"F830016B08Rik"
"2259"	"ENSMUSG00000090942"	"ENSDARG00000062820"	0	"ortholog_many2many"	NA	"F830016B08Rik"
"2260"	"ENSMUSG00000090942"	"ENSDARG00000092249"	0	"ortholog_many2many"	NA	"F830016B08Rik"
"2261"	"ENSMUSG00000118051"	NA	NA	NA	NA	"Gm8714"
"2262"	"ENSMUSG00000054072"	"ENSDARG00000070774"	0	"ortholog_many2many"	"irgf1"	"Iigp1"
"2263"	"ENSMUSG00000054072"	"ENSDARG00000062828"	0	"ortholog_many2many"	NA	"Iigp1"
"2264"	"ENSMUSG00000054072"	"ENSDARG00000062820"	0	"ortholog_many2many"	NA	"Iigp1"
"2265"	"ENSMUSG00000054072"	"ENSDARG00000092249"	0	"ortholog_many2many"	NA	"Iigp1"
"2266"	"ENSMUSG00000063388"	NA	NA	NA	NA	"BC023105"
"2267"	"ENSMUSG00000038059"	NA	NA	NA	NA	"Smim3"
"2268"	"ENSMUSG00000077767"	"ENSDARG00000080450"	0	"ortholog_one2many"	NA	"Snora35"
"2269"	"ENSMUSG00000092879"	NA	NA	NA	NA	"Mir3552"
"2270"	"ENSMUSG00000080825"	NA	NA	NA	NA	"Gm14892"
"2271"	"ENSMUSG00000076458"	NA	NA	NA	NA	"Mir764"
"2272"	"ENSMUSG00000064876"	NA	NA	NA	NA	"Gm23378"
"2273"	"ENSMUSG00000118238"	NA	NA	NA	NA	"Gm34432"
"2274"	"ENSMUSG00000093039"	NA	NA	NA	NA	"Mir1912"
"2275"	"ENSMUSG00000024603"	"ENSDARG00000023988"	0	"ortholog_one2one"	"dctn4"	"Dctn4"
"2276"	"ENSMUSG00000064843"	NA	NA	NA	NA	"Gm26207"
"2277"	"ENSMUSG00000117720"	NA	NA	NA	NA	"Gm5249"
"2278"	"ENSMUSG00000073130"	"ENSDARG00000016536"	0	"ortholog_many2many"	"npas2"	"Pasd1"
"2279"	"ENSMUSG00000024837"	"ENSDARG00000007349"	1	"ortholog_one2one"	"dmrt1"	"Dmrt1"
"2280"	"ENSMUSG00000042372"	"ENSDARG00000035290"	1	"ortholog_one2one"	"dmrt3a"	"Dmrt3"
"2281"	"ENSMUSG00000077199"	NA	NA	NA	NA	"Gm22266"
"2282"	"ENSMUSG00000093122"	NA	NA	NA	NA	"Mir1264"
"2283"	"ENSMUSG00000080331"	NA	NA	NA	NA	"Mir1298"
"2284"	"ENSMUSG00002076103"	NA	NA	NA	NA	"Gm54370"
"2285"	"ENSMUSG00000084713"	NA	NA	NA	NA	"Mir1911"
"2286"	"ENSMUSG00000065450"	NA	NA	NA	NA	"Mir448"
"2287"	"ENSMUSG00000021666"	"ENSDARG00000005561"	1	"ortholog_one2one"	"gfm2"	"Gfm2"
"2288"	"ENSMUSG00000094759"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm10487"
"2289"	"ENSMUSG00000048138"	"ENSDARG00000015072"	1	"ortholog_one2one"	"dmrt2a"	"Dmrt2"
"2290"	"ENSMUSG00000018830"	"ENSDARG00000100972"	1	"ortholog_one2many"	"MYH11"	"Myh11"
"2291"	"ENSMUSG00000018830"	"ENSDARG00000009782"	0	"ortholog_one2many"	"myh11a"	"Myh11"
"2292"	"ENSMUSG00000098105"	NA	NA	NA	NA	"Gm8825"
"2293"	"ENSMUSG00000118016"	NA	NA	NA	NA	"1700048O14Rik"
"2294"	"ENSMUSG00000117950"	NA	NA	NA	NA	"Gm50376"
"2295"	"ENSMUSG00000084589"	NA	NA	NA	NA	"Gm25176"
"2296"	"ENSMUSG00000118005"	NA	NA	NA	NA	"Gm50377"
"2297"	"ENSMUSG00000033361"	"ENSDARG00000079102"	0	"ortholog_one2one"	"PRRG3"	"Prrg3"
"2298"	"ENSMUSG00000117707"	NA	NA	NA	NA	"Gm50378"
"2299"	"ENSMUSG00000118001"	NA	NA	NA	NA	"Gm34808"
"2300"	"ENSMUSG00000117803"	NA	NA	NA	NA	"Gm50379"
"2301"	"ENSMUSG00000025078"	"ENSDARG00000089581"	1	"ortholog_one2one"	"NHLRC2"	"Nhlrc2"
"2302"	"ENSMUSG00000046449"	"ENSDARG00000029296"	1	"ortholog_one2many"	"NEXMIF"	"Nexmif"
"2303"	"ENSMUSG00000046449"	"ENSDARG00000089271"	1	"ortholog_one2many"	"NEXMIF"	"Nexmif"
"2304"	"ENSMUSG00000114682"	NA	NA	NA	NA	"Gm48775"
"2305"	"ENSMUSG00000117890"	NA	NA	NA	NA	"Gm32441"
"2306"	"ENSMUSG00000115400"	NA	NA	NA	NA	"Gm49137"
"2307"	"ENSMUSG00000041923"	NA	NA	NA	NA	"Nol4"
"2308"	"ENSMUSG00000076286"	NA	NA	NA	NA	"Mir672"
"2309"	"ENSMUSG00000115714"	NA	NA	NA	NA	"Gm18926"
"2310"	"ENSMUSG00000035283"	"ENSDARG00000007490"	1	"ortholog_one2one"	"adrb1"	"Adrb1"
"2311"	"ENSMUSG00000053593"	NA	NA	NA	NA	"Fate1"
"2312"	"ENSMUSG00000115601"	NA	NA	NA	NA	"Gm49007"
"2313"	"ENSMUSG00000097743"	NA	NA	NA	NA	"Gm16973"
"2314"	"ENSMUSG00000067063"	NA	NA	NA	NA	"Mif-ps9"
"2315"	"ENSMUSG00000089130"	NA	NA	NA	NA	"Gm24770"
"2316"	"ENSMUSG00000035173"	"ENSDARG00000061020"	1	"ortholog_one2one"	"CCDC186"	"Ccdc186"
"2317"	"ENSMUSG00000115052"	NA	NA	NA	NA	"Gm9287"
"2318"	"ENSMUSG00000115229"	NA	NA	NA	NA	"Gm33525"
"2319"	"ENSMUSG00000037957"	"ENSDARG00000041239"	0	"ortholog_many2many"	"WDR20"	"Wdr20"
"2320"	"ENSMUSG00000037957"	"ENSDARG00000079220"	0	"ortholog_many2many"	"WDR20"	"Wdr20"
"2321"	"ENSMUSG00000119804"	NA	NA	NA	NA	"Gm54390"
"2322"	"ENSMUSG00000088538"	NA	NA	NA	NA	"Gm23276"
"2323"	"ENSMUSG00000115598"	NA	NA	NA	NA	"Gm9290"
"2324"	"ENSMUSG00000031289"	"ENSDARG00000039436"	0	"ortholog_one2one"	"il13ra2"	"Il13ra2"
"2325"	"ENSMUSG00000021938"	"ENSDARG00000006621"	0	"ortholog_one2one"	"pspc1"	"Pspc1"
"2326"	"ENSMUSG00000020591"	NA	NA	NA	NA	"Ntsr2"
"2327"	"ENSMUSG00000021244"	"ENSDARG00000043680"	0	"ortholog_one2one"	NA	"Ylpm1"
"2328"	"ENSMUSG00000117729"	NA	NA	NA	NA	"Gm5242"
"2329"	"ENSMUSG00000024855"	"ENSDARG00000044556"	0	"ortholog_one2many"	"pacs1a"	"Pacs1"
"2330"	"ENSMUSG00000024855"	"ENSDARG00000113768"	0	"ortholog_one2many"	NA	"Pacs1"
"2331"	"ENSMUSG00000005864"	"ENSDARG00000100436"	0	"ortholog_one2many"	"CNGA2"	"Cnga2"
"2332"	"ENSMUSG00000005864"	"ENSDARG00000102968"	0	"ortholog_one2many"	"cnga2a"	"Cnga2"
"2333"	"ENSMUSG00000094250"	NA	NA	NA	NA	"Gm4479"
"2334"	"ENSMUSG00000055639"	"ENSDARG00000069440"	0	"ortholog_one2many"	"dachd"	"Dach1"
"2335"	"ENSMUSG00000055639"	"ENSDARG00000003142"	1	"ortholog_one2many"	"dachc"	"Dach1"
"2336"	"ENSMUSG00000077680"	NA	NA	NA	NA	"Gm22495"
"2337"	"ENSMUSG00000117475"	NA	NA	NA	NA	"Gm7788"
"2338"	"ENSMUSG00000033343"	"ENSDARG00000058212"	0	"ortholog_one2many"	"ndnl2"	"Magea4"
"2339"	"ENSMUSG00000024604"	"ENSDARG00000010238"	0	"ortholog_one2one"	"rbm22"	"Rbm22"
"2340"	"ENSMUSG00000118459"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f1"
"2341"	"ENSMUSG00000114356"	NA	NA	NA	NA	"Gm47265"
"2342"	"ENSMUSG00000031333"	"ENSDARG00000062795"	1	"ortholog_one2one"	"abcb7"	"Abcb7"
"2343"	"ENSMUSG00000024302"	"ENSDARG00000031015"	0	"ortholog_one2one"	"dtna"	"Dtna"
"2344"	"ENSMUSG00000094601"	"ENSDARG00000035697"	0	"ortholog_one2many"	"spinb"	"Spin2h"
"2345"	"ENSMUSG00000083327"	NA	NA	NA	NA	"Vcp-rs"
"2346"	"ENSMUSG00000082996"	NA	NA	NA	NA	"Gm6238"
"2347"	"ENSMUSG00000099711"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f21"
"2348"	"ENSMUSG00000118481"	NA	NA	NA	NA	"Gm21789"
"2349"	"ENSMUSG00000073016"	"ENSDARG00000035549"	1	"ortholog_one2one"	"uprt"	"Uprt"
"2350"	"ENSMUSG00000089549"	NA	NA	NA	NA	"Gm25831"
"2351"	"ENSMUSG00000086133"	NA	NA	NA	NA	"Gm16331"
"2352"	"ENSMUSG00000089425"	NA	NA	NA	NA	"Gm26006"
"2353"	"ENSMUSG00000115218"	NA	NA	NA	NA	"Gm46477"
"2354"	"ENSMUSG00002076406"	NA	NA	NA	NA	"Gm54439"
"2355"	"ENSMUSG00000118104"	NA	NA	NA	NA	"Gm50189"
"2356"	"ENSMUSG00000031340"	NA	NA	NA	NA	"Gabre"
"2357"	"ENSMUSG00000115486"	NA	NA	NA	NA	"Gm49017"
"2358"	"ENSMUSG00000119462"	NA	NA	NA	NA	"Gm26139"
"2359"	"ENSMUSG00000098059"	NA	NA	NA	NA	"Gm27034"
"2360"	"ENSMUSG00000024853"	"ENSDARG00000018049"	0	"ortholog_one2one"	"sf3b2"	"Sf3b2"
"2361"	"ENSMUSG00000040123"	NA	NA	NA	NA	"Zmym5"
"2362"	"ENSMUSG00000056458"	NA	NA	NA	NA	"Mok"
"2363"	"ENSMUSG00000115415"	NA	NA	NA	NA	"Gm49074"
"2364"	"ENSMUSG00000115205"	NA	NA	NA	NA	"Gm16374"
"2365"	"ENSMUSG00000101588"	NA	NA	NA	NA	"Gm28265"
"2366"	"ENSMUSG00000097003"	NA	NA	NA	NA	"D930007P13Rik"
"2367"	"ENSMUSG00000118409"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f5"
"2368"	"ENSMUSG00000036061"	"ENSDARG00000101308"	0	"ortholog_one2one"	"SMUG1"	"Smug1"
"2369"	"ENSMUSG00000065542"	NA	NA	NA	NA	"Mir224"
"2370"	"ENSMUSG00000070138"	NA	NA	NA	NA	"Mir452"
"2371"	"ENSMUSG00000094115"	NA	NA	NA	NA	"Spin2-ps6"
"2372"	"ENSMUSG00000084982"	NA	NA	NA	NA	"Gm15275"
"2373"	"ENSMUSG00000086246"	NA	NA	NA	NA	"Gm15274"
"2374"	"ENSMUSG00000101500"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f12"
"2375"	"ENSMUSG00000087224"	NA	NA	NA	NA	"Gm2182"
"2376"	"ENSMUSG00000114725"	NA	NA	NA	NA	"Spin2-ps7"
"2377"	"ENSMUSG00000043453"	"ENSDARG00000058212"	0	"ortholog_one2many"	"ndnl2"	"Magea10"
"2378"	"ENSMUSG00000068114"	"ENSDARG00000030508"	0	"ortholog_one2many"	"CCDC134"	"Ccdc134"
"2379"	"ENSMUSG00000068114"	"ENSDARG00000103285"	0	"ortholog_one2many"	"CCDC134"	"Ccdc134"
"2380"	"ENSMUSG00000087649"	NA	NA	NA	NA	"Gm21979"
"2381"	"ENSMUSG00000085552"	NA	NA	NA	NA	"Gm21990"
"2382"	"ENSMUSG00000079649"	NA	NA	NA	NA	"Spin2-ps8"
"2383"	"ENSMUSG00000079297"	NA	NA	NA	NA	"Gm2223"
"2384"	"ENSMUSG00000087007"	NA	NA	NA	NA	"Gm2231"
"2385"	"ENSMUSG00000101294"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f15"
"2386"	"ENSMUSG00000093629"	NA	NA	NA	NA	"Prox2os"
"2387"	"ENSMUSG00000042320"	"ENSDARG00000041952"	1	"ortholog_one2one"	"prox2"	"Prox2"
"2388"	"ENSMUSG00000086668"	NA	NA	NA	NA	"Gm15273"
"2389"	"ENSMUSG00000086525"	NA	NA	NA	NA	"Gm15281"
"2390"	"ENSMUSG00000085756"	NA	NA	NA	NA	"Gm15279"
"2391"	"ENSMUSG00000033906"	"ENSDARG00000071872"	1	"ortholog_one2many"	"zdhhc15b"	"Zdhhc15"
"2392"	"ENSMUSG00000033906"	"ENSDARG00000101039"	1	"ortholog_one2many"	"zdhhc15a"	"Zdhhc15"
"2393"	"ENSMUSG00000100017"	NA	NA	NA	NA	"2410022M11Rik"
"2394"	"ENSMUSG00000114420"	NA	NA	NA	NA	"Gm48906"
"2395"	"ENSMUSG00000077685"	NA	NA	NA	NA	"Gm22498"
"2396"	"ENSMUSG00002076741"	NA	NA	NA	NA	"Gm54391"
"2397"	"ENSMUSG00000088180"	NA	NA	NA	NA	"Gm22218"
"2398"	"ENSMUSG00000114500"	NA	NA	NA	NA	"Gm8983"
"2399"	"ENSMUSG00000037572"	"ENSDARG00000015998"	1	"ortholog_one2one"	"wdhd1"	"Wdhd1"
"2400"	"ENSMUSG00000102935"	NA	NA	NA	NA	"Gm38355"
"2401"	"ENSMUSG00000112022"	NA	NA	NA	NA	"Gm2436"
"2402"	"ENSMUSG00000113693"	NA	NA	NA	NA	"Gm48340"
"2403"	"ENSMUSG00000022677"	"ENSDARG00000071198"	0	"ortholog_one2one"	"cep20"	"Cep20"
"2404"	"ENSMUSG00000021271"	"ENSDARG00000076988"	0	"ortholog_one2one"	"znf839"	"Zfp839"
"2405"	"ENSMUSG00000087468"	NA	NA	NA	NA	"Gm7023"
"2406"	"ENSMUSG00000089171"	NA	NA	NA	NA	"Gm22430"
"2407"	"ENSMUSG00000095934"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f13"
"2408"	"ENSMUSG00000083049"	NA	NA	NA	NA	"Gm14822"
"2409"	"ENSMUSG00000100364"	NA	NA	NA	NA	"1700121L16Rik"
"2410"	"ENSMUSG00000078324"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f14"
"2411"	"ENSMUSG00000031224"	"ENSDARG00000058212"	0	"ortholog_one2many"	"ndnl2"	"Magee2"
"2412"	"ENSMUSG00000096915"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f6"
"2413"	"ENSMUSG00000022155"	NA	NA	NA	NA	"Mroh2b"
"2414"	"ENSMUSG00000081703"	NA	NA	NA	NA	"Gm6285"
"2415"	"ENSMUSG00000088960"	NA	NA	NA	NA	"Gm22090"
"2416"	"ENSMUSG00000082600"	NA	NA	NA	NA	"Gm9673"
"2417"	"ENSMUSG00000118429"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f9"
"2418"	"ENSMUSG00000118243"	NA	NA	NA	NA	"Gm50203"
"2419"	"ENSMUSG00000091498"	NA	NA	NA	NA	"Mpc1-ps"
"2420"	"ENSMUSG00000085612"	NA	NA	NA	NA	"Gm15868"
"2421"	"ENSMUSG00000047658"	"ENSDARG00000073728"	0	"ortholog_one2one"	"GAL3ST3"	"Gal3st3"
"2422"	"ENSMUSG00000116025"	NA	NA	NA	NA	"Gm49517"
"2423"	"ENSMUSG00000112449"	"ENSDARG00000098367"	0	"ortholog_one2many"	"srp54"	"Srp54b"
"2424"	"ENSMUSG00000095659"	"ENSDARG00000035697"	0	"ortholog_one2many"	"spinb"	"Spin2g"
"2425"	"ENSMUSG00000039903"	"ENSDARG00000056024"	1	"ortholog_one2one"	"EVA1C"	"Eva1c"
"2426"	"ENSMUSG00000118438"	"ENSDARG00000027710"	0	"ortholog_many2many"	NA	"Btbd35f8"
"2427"	"ENSMUSG00000118009"	NA	NA	NA	NA	"Gm50208"
"2428"	"ENSMUSG00000117807"	NA	NA	NA	NA	"Gm7074"
"2429"	"ENSMUSG00000084363"	NA	NA	NA	NA	"Gm2288"
"2430"	"ENSMUSG00000087491"	NA	NA	NA	NA	"Gm14552"
"2431"	"ENSMUSG00000038498"	NA	NA	NA	NA	"Catsper1"
"2432"	"ENSMUSG00000031343"	"ENSDARG00000090883"	0	"ortholog_one2one"	NA	"Gabra3"
"2433"	"ENSMUSG00000021665"	"ENSDARG00000034368"	1	"ortholog_one2one"	"hexb"	"Hexb"
"2434"	"ENSMUSG00000024846"	NA	NA	NA	NA	"Cst6"
"2435"	"ENSMUSG00000118610"	NA	NA	NA	NA	"Gm52999"
"2436"	"ENSMUSG00000025081"	"ENSDARG00000007465"	1	"ortholog_one2one"	"tdrd1"	"Tdrd1"
"2437"	"ENSMUSG00000114583"	NA	NA	NA	NA	"Gm48881"
"2438"	"ENSMUSG00000041773"	"ENSDARG00000035398"	1	"ortholog_one2one"	"ENC1"	"Enc1"
"2439"	"ENSMUSG00000081471"	NA	NA	NA	NA	"Gm14735"
"2440"	"ENSMUSG00000076455"	NA	NA	NA	NA	"Mir767"
"2441"	"ENSMUSG00000077847"	NA	NA	NA	NA	"Mir105"
"2442"	"ENSMUSG00000073247"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm10486"
"2443"	"ENSMUSG00000097932"	NA	NA	NA	NA	"C430039J16Rik"
"2444"	"ENSMUSG00000094103"	"ENSDARG00000079636"	1	"ortholog_many2many"	"fam177a1"	"Fam177a2"
"2445"	"ENSMUSG00000094103"	"ENSDARG00000100439"	0	"ortholog_many2many"	"FAM177A1"	"Fam177a2"
"2446"	"ENSMUSG00000114425"	NA	NA	NA	NA	"Gm33447"
"2447"	"ENSMUSG00000098238"	NA	NA	NA	NA	"Gm8756"
"2448"	"ENSMUSG00000009575"	"ENSDARG00000061187"	1	"ortholog_one2one"	"cbx5"	"Cbx5"
"2449"	"ENSMUSG00000114545"	NA	NA	NA	NA	"Gm32184"
"2450"	"ENSMUSG00000055341"	NA	NA	NA	NA	"Zfp457"
"2451"	"ENSMUSG00000112690"	NA	NA	NA	NA	"Gm2446"
"2452"	"ENSMUSG00000114160"	NA	NA	NA	NA	"Gm48352"
"2453"	"ENSMUSG00000114863"	NA	NA	NA	NA	"Gm48824"
"2454"	"ENSMUSG00000114088"	NA	NA	NA	NA	"Gm47898"
"2455"	"ENSMUSG00000057842"	NA	NA	NA	NA	"Zfp595"
"2456"	"ENSMUSG00000116543"	NA	NA	NA	NA	"Gm36363"
"2457"	"ENSMUSG00000086287"	NA	NA	NA	NA	"Gm15972"
"2458"	"ENSMUSG00000021276"	"ENSDARG00000073910"	0	"ortholog_one2one"	"cinp"	"Cinp"
"2459"	"ENSMUSG00000083226"	NA	NA	NA	NA	"Gm7831"
"2460"	"ENSMUSG00000116836"	NA	NA	NA	NA	"Gm49727"
"2461"	"ENSMUSG00000024277"	"ENSDARG00000099943"	1	"ortholog_one2one"	"mapre2"	"Mapre2"
"2462"	"ENSMUSG00000022972"	"ENSDARG00000035332"	1	"ortholog_one2one"	"cfap298"	"Cfap298"
"2463"	"ENSMUSG00000079105"	"ENSDARG00000042172"	0	"ortholog_one2many"	NA	"C7"
"2464"	"ENSMUSG00000079105"	"ENSDARG00000057121"	0	"ortholog_one2many"	"c7b"	"C7"
"2465"	"ENSMUSG00000098781"	NA	NA	NA	NA	"Gm28044"
"2466"	"ENSMUSG00000115849"	NA	NA	NA	NA	"Gm49149"
"2467"	"ENSMUSG00000084648"	NA	NA	NA	NA	"Gm24378"
"2468"	"ENSMUSG00000115097"	NA	NA	NA	NA	"Gm49150"
"2469"	"ENSMUSG00000100071"	NA	NA	NA	NA	"Gm28707"
"2470"	"ENSMUSG00000065714"	NA	NA	NA	NA	"Gm25652"
"2471"	"ENSMUSG00000048628"	NA	NA	NA	NA	"4930542C16Rik"
"2472"	"ENSMUSG00000080720"	NA	NA	NA	NA	"Gm16077"
"2473"	"ENSMUSG00000021366"	"ENSDARG00000103658"	1	"ortholog_one2one"	"HIVEP1"	"Hivep1"
"2474"	"ENSMUSG00000041849"	NA	NA	NA	NA	"Card6"
"2475"	"ENSMUSG00000086757"	NA	NA	NA	NA	"Gm2309"
"2476"	"ENSMUSG00000095899"	NA	NA	NA	NA	"Gm2318"
"2477"	"ENSMUSG00000085000"	NA	NA	NA	NA	"Gm14553"
"2478"	"ENSMUSG00000048379"	"ENSDARG00000089873"	0	"ortholog_many2many"	"socs1b"	"Socs4"
"2479"	"ENSMUSG00000048379"	"ENSDARG00000078509"	0	"ortholog_many2many"	"socs4"	"Socs4"
"2480"	"ENSMUSG00000073245"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm14819"
"2481"	"ENSMUSG00000041841"	"ENSDARG00000034291"	0	"ortholog_one2one"	"rpl37"	"Rpl37"
"2482"	"ENSMUSG00000022790"	"ENSDARG00000109783"	0	"ortholog_one2one"	"igsf11"	"Igsf11"
"2483"	"ENSMUSG00000114977"	NA	NA	NA	NA	"Gm9502"
"2484"	"ENSMUSG00000021945"	"ENSDARG00000027353"	1	"ortholog_one2one"	"ZMYM2"	"Zmym2"
"2485"	"ENSMUSG00000077737"	"ENSDARG00000081621"	0	"ortholog_one2one"	NA	"Snord72"
"2486"	"ENSMUSG00000021367"	NA	NA	NA	NA	"Edn1"
"2487"	"ENSMUSG00000068706"	NA	NA	NA	NA	"Gm10250"
"2488"	"ENSMUSG00000050697"	"ENSDARG00000060596"	0	"ortholog_one2one"	"prkaa1"	"Prkaa1"
"2489"	"ENSMUSG00000113619"	NA	NA	NA	NA	"Gm47118"
"2490"	"ENSMUSG00000113000"	NA	NA	NA	NA	"Gm6049"
"2491"	"ENSMUSG00000113367"	NA	NA	NA	NA	"Gm47125"
"2492"	"ENSMUSG00000085107"	NA	NA	NA	NA	"Gm4764"
"2493"	"ENSMUSG00000082799"	NA	NA	NA	NA	"Gm14554"
"2494"	"ENSMUSG00002076214"	NA	NA	NA	NA	"Gm54448"
"2495"	"ENSMUSG00000069307"	NA	NA	NA	NA	"H2bc23"
"2496"	"ENSMUSG00000087847"	NA	NA	NA	NA	"Gm25624"
"2497"	"ENSMUSG00000031290"	"ENSDARG00000075580"	0	"ortholog_one2one"	"LRCH2"	"Lrch2"
"2498"	"ENSMUSG00000116607"	NA	NA	NA	NA	"4930534H18Rik"
"2499"	"ENSMUSG00000004789"	"ENSDARG00000014230"	0	"ortholog_one2one"	"dlst"	"Dlst"
"2500"	"ENSMUSG00000116965"	NA	NA	NA	NA	"Gm36742"
"2501"	"ENSMUSG00000116573"	NA	NA	NA	NA	"Gm36903"
"2502"	"ENSMUSG00002076331"	NA	NA	NA	NA	"Gm54403"
"2503"	"ENSMUSG00000094248"	NA	NA	NA	NA	"H2ac23"
"2504"	"ENSMUSG00000098070"	NA	NA	NA	NA	"Gm8609"
"2505"	"ENSMUSG00002075597"	NA	NA	NA	NA	"Gm54450"
"2506"	"ENSMUSG00000069306"	NA	NA	NA	NA	"H4c17"
"2507"	"ENSMUSG00000061080"	"ENSDARG00000103069"	0	"ortholog_one2one"	NA	"Lsamp"
"2508"	"ENSMUSG00000087532"	NA	NA	NA	NA	"Gm15938"
"2509"	"ENSMUSG00000069305"	NA	NA	NA	NA	"H4c18"
"2510"	"ENSMUSG00000022463"	"ENSDARG00000063438"	0	"ortholog_one2one"	"srebf2"	"Srebf2"
"2511"	"ENSMUSG00000094777"	NA	NA	NA	NA	"H2ac24"
"2512"	"ENSMUSG00000098607"	NA	NA	NA	NA	"Mir6360"
"2513"	"ENSMUSG00002076367"	NA	NA	NA	NA	"Gm54452"
"2514"	"ENSMUSG00000089290"	NA	NA	NA	NA	"Gm23207"
"2515"	"ENSMUSG00000069303"	NA	NA	NA	NA	"H2bc24"
"2516"	"ENSMUSG00000117504"	NA	NA	NA	NA	"Gm46611"
"2517"	"ENSMUSG00000089887"	NA	NA	NA	NA	"4930428N03Rik"
"2518"	"ENSMUSG00000117405"	NA	NA	NA	NA	"Rpl19-ps7"
"2519"	"ENSMUSG00000024276"	NA	NA	NA	NA	"Zfp397"
"2520"	"ENSMUSG00000114965"	NA	NA	NA	NA	"Gm47906"
"2521"	"ENSMUSG00000080770"	NA	NA	NA	NA	"Gm11278"
